NAME,SAMPLE_ID,PLATE_ID,CAS,ATG_ID
Idarubicin HCl,Idarubicin HCl,f10-L1300-01,57852-57-0,AT003608
Fludarabine Phosphate (Fludara),Fludarabine Phosphate (Fludara),f11-L1300-01,75607-67-9,AT003609
Topotecan HCl,Topotecan HCl,g1-L1300-01,119413-54-6,AT003610
2-Methoxyestradiol,2-Methoxyestradiol,g2-L1300-01,362-07-2,AT003611
Letrozole,Letrozole,g3-L1300-01,112809-51-5,AT003612
Leucovorin Calcium,Leucovorin Calcium,g4-L1300-01,6035-45-6,AT003613
Methazolastone,Methazolastone,g5-L1300-01,85622-93-1,AT003614
Vincristine,Vincristine,g6-L1300-01,2068-78-2,AT003615
Agomelatine,Agomelatine,g7-L1300-01,138112-76-2,AT003616
Leflunomide,Leflunomide,g8-L1300-01,75706-12-6,AT003617
Vinblastine,Vinblastine,g9-L1300-01,865-21-4,AT003618
MDV3100 (Enzalutamide),MDV3100 (Enzalutamide),g10-L1300-01,915087-33-1,AT003619
Dienogest,Dienogest,g11-L1300-01,65928-58-7,AT003620
Entecavir hydrate,Entecavir hydrate,h1-L1300-01,209216-23-9,AT003621
Nepafenac,Nepafenac,h2-L1300-01,78281-72-8,AT003622
Rufinamide (Banzel),Rufinamide (Banzel),h3-L1300-01,106308-44-5,AT003623
Posaconazole,Posaconazole,h4-L1300-01,171228-49-2,AT003624
Prasugrel (Effient),Prasugrel (Effient),h5-L1300-01,150322-43-3,AT003625
Ramelteon (TAK-375),Ramelteon (TAK-375),h6-L1300-01,196597-26-9,AT003626
AMG-073 HCl (Cinacalcet hydrochloride),AMG-073 HCl (Cinacalcet hydrochloride),h7-L1300-01,364782-34-3,AT003627
Celecoxib,Celecoxib,h8-L1300-01,169590-42-5,AT003628
Vemurafenib (PLX4032),Vemurafenib (PLX4032),h9-L1300-01,918504-65-1,AT003629
Acarbose,Acarbose,h10-L1300-01,56180-94-0,AT003630
Adapalene,Adapalene,h11-L1300-01,106685-40-9,AT003631
Altretamine (Hexalen),Altretamine (Hexalen),a1-L1300-02,645-05-6,AT003632
Amisulpride,Amisulpride,a2-L1300-02,71675-85-9,AT003633
Aniracetam,Aniracetam,a3-L1300-02,72432-10-1,AT003634
Artemisinin,Artemisinin,a4-L1300-02,63968-64-9,AT003635
Asenapine,Asenapine,a5-L1300-02,85650-56-2,AT003636
Benazepril hydrochloride,Benazepril hydrochloride,a6-L1300-02,86541-74-4,AT003637
Biperiden HCl,Biperiden HCl,a7-L1300-02,1235-82-1,AT003638
Budesonide,Budesonide,a8-L1300-02,51333-22-3,AT003639
Bumetanide,Bumetanide,a9-L1300-02,28395-03-1,AT003640
Camptothecin,Camptothecin,a10-L1300-02,7689-03-4,AT003641
Carmofur,Carmofur,a11-L1300-02,61422-45-5,AT003642
Cetirizine Dihydrochloride,Cetirizine Dihydrochloride,b1-L1300-02,83881-52-1,AT003643
Cilnidipine,Cilnidipine,b2-L1300-02,132203-70-4,AT003644
Cilostazol,Cilostazol,b3-L1300-02,73963-72-1,AT003645
Floxuridine,Floxuridine,b4-L1300-02,50-91-9,AT003646
Ftorafur,Ftorafur,b5-L1300-02,17902-23-7,AT003647
Ifosfamide,Ifosfamide,b6-L1300-02,3778-73-2,AT003648
Megestrol Acetate,Megestrol Acetate,b7-L1300-02,595-33-5,AT003649
Mercaptopurine,Mercaptopurine,b8-L1300-02,50-44-2,AT003650
Pamidronate Disodium,Pamidronate Disodium,b9-L1300-02,57248-88-1,AT003651
Streptozotocin (Zanosar),Streptozotocin (Zanosar),b10-L1300-02,18883-66-4,AT003652
Zoledronic Acid (Zoledronate),Zoledronic Acid (Zoledronate),b11-L1300-02,118072-93-8,AT003653
Dexamethasone,Dexamethasone,c1-L1300-02,50-02-2,AT003654
Doxazosin mesylate,Doxazosin mesylate,c2-L1300-02,77883-43-3,AT003655
Edaravone (MCI-186),Edaravone (MCI-186),c3-L1300-02,89-25-8,AT003656
Ellagic acid,Ellagic acid,c4-L1300-02,476-66-4,AT003657
Etodolac (Lodine),Etodolac (Lodine),c5-L1300-02,41340-25-4,AT003658
Etomidate,Etomidate,c6-L1300-02,33125-97-2,AT003659
Felbamate,Felbamate,c7-L1300-02,25451-15-4,AT003660
Fluconazole,Fluconazole,c8-L1300-02,86386-73-4,AT003661
Flumazenil,Flumazenil,c9-L1300-02,78755-81-4,AT003662
Fluoxetine  HCl,Fluoxetine  HCl,c10-L1300-02,56296-78-7,AT003663
Fluvoxamine maleate,Fluvoxamine maleate,c11-L1300-02,61718-82-9,AT003664
Gabapentin Hydrochloride,Gabapentin Hydrochloride,d1-L1300-02,60142-95-2,AT003665
Gatifloxacin,Gatifloxacin,d2-L1300-02,112811-59-3,AT003666
Genistein,Genistein,d3-L1300-02,446-72-0 ,AT003667
Glimepiride,Glimepiride,d4-L1300-02,93479-97-1,AT003668
Granisetron HCl,Granisetron HCl,d5-L1300-02,107007-99-8,AT003669
Ivermectin,Ivermectin,d6-L1300-02,70288-86-7,AT003670
Ketoconazole,Ketoconazole,d7-L1300-02,65277-42-1,AT003671
Lansoprazole,Lansoprazole,d8-L1300-02,103577-45-3,AT003672
Levetiracetam,Levetiracetam,d9-L1300-02,102767-28-2,AT003673
Lidocaine (Alphacaine),Lidocaine (Alphacaine),d10-L1300-02,137-58-6,AT003674
Loratadine,Loratadine,d11-L1300-02,79794-75-5,AT003675
Losartan potassium,Losartan potassium,e1-L1300-02,124750-99-8,AT003676
Acitretin,Acitretin,e2-L1300-02,55079-83-9,AT003677
Biapenem,Biapenem,e3-L1300-02,120410-24-4,AT003678
Cefoselis sulfate,Cefoselis sulfate,e4-L1300-02,122841-12-7,AT003679
Daptomycin,Daptomycin,e5-L1300-02,103060-53-3,AT003680
Doripenem Hydrate,Doripenem Hydrate,e6-L1300-02,364622-82-2,AT003681
Dorzolamide HCL,Dorzolamide HCL,e7-L1300-02,130693-82-2,AT003682
Gestodene,Gestodene,e8-L1300-02,60282-87-3,AT003683
Drospirenone,Drospirenone,e9-L1300-02,67392-87-4,AT003684
Ruxolitinib (INCB018424),Ruxolitinib (INCB018424),e10-L1300-02,941678-49-5,AT003685
Isotretinoin,Isotretinoin,e11-L1300-02,4759-48-2,AT003686
Lopinavir (ABT-378),Lopinavir (ABT-378),f1-L1300-02,192725-17-0,AT003687
Meropenem,Meropenem,f2-L1300-02,96036-03-2,AT003688
Mianserin hydrochloride,Mianserin hydrochloride,f3-L1300-02,21535-47-7,AT003689
Minoxidil,Minoxidil,f4-L1300-02,38304-91-5,AT003690
Mizoribine (Bredinin),Mizoribine (Bredinin),f5-L1300-02,50924-49-7,AT003691
Mosapride citrate,Mosapride citrate,f6-L1300-02,112885-42-4,AT003692
Nafamostat mesylate,Nafamostat mesylate,f7-L1300-02,82956-11-4,AT003693
Omeprazole (Prilosec),Omeprazole (Prilosec),f8-L1300-02,73590-58-6,AT003694
Ondansetron hydrochloride (Zofran),Ondansetron hydrochloride (Zofran),f9-L1300-02,99614-01-4,AT003695
Oxcarbazepine,Oxcarbazepine,f10-L1300-02,28721-07-5,AT003696
Pizotifen malate,Pizotifen malate,f11-L1300-02,5189-11-7,AT003697
Resveratrol,Resveratrol,g1-L1300-02,501-36-0,AT003698
Rocuronium bromide,Rocuronium bromide,g2-L1300-02,119302-91-9,AT003699
Stavudine,Stavudine,g3-L1300-02,3056-17-5,AT003700
Teicoplanin,Teicoplanin,g4-L1300-02,61036-62-2,AT003701
Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,g5-L1300-02,202138-50-9,AT003702
Tenofovir (Viread),Tenofovir (Viread),g6-L1300-02,147127-20-6,AT003703
Tigecycline,Tigecycline,g7-L1300-02,220620-09-7,AT003704
Trilostane,Trilostane,g8-L1300-02,13647-35-3,AT003705
Vecuronium Bromide,Vecuronium Bromide,g9-L1300-02,50700-72-6,AT003706
Bimatoprost,Bimatoprost,g10-L1300-02,155206-00-1,AT003707
Linezolid (Zyvox),Linezolid (Zyvox),g11-L1300-02,165800-03-3,AT003708
Alfuzosin hydrochloride (Uroxatral),Alfuzosin hydrochloride (Uroxatral),h1-L1300-02,81403-68-1,AT003709
Clopidogrel (Plavix),Clopidogrel (Plavix),h2-L1300-02,120202-66-6,AT003710
Prazosin HCl,Prazosin HCl,h3-L1300-02,19237-84-4,AT003711
Ranolazine dihydrochloride,Ranolazine dihydrochloride,h4-L1300-02,95635-56-6,AT003712
Repaglinide,Repaglinide,h5-L1300-02,135062-02-1,AT003713
Risedronate sodium,Risedronate sodium,h6-L1300-02,115436-72-1,AT003714
Rolipram,Rolipram,h7-L1300-02,61413-54-5,AT003715
Sildenafil citrate,Sildenafil citrate,h8-L1300-02,171599-83-0,AT003716
Sumatriptan succinate,Sumatriptan succinate,h9-L1300-02,103628-48-4,AT003717
Tianeptine sodium,Tianeptine sodium,h10-L1300-02,30123-17-2,AT003718
Tizanidine HCl,Tizanidine HCl,h11-L1300-02,64461-82-1,AT003719
Topiramate,Topiramate,a1-L1300-03,97240-79-4,AT003720
Tranilast (SB 252218),Tranilast (SB 252218),a2-L1300-03,53902-12-8,AT003721
Varenicline tartrate,Varenicline tartrate,a3-L1300-03,375815-87-5,AT003722
Venlafaxine,Venlafaxine,a4-L1300-03,99300-78-4,AT003723
Voriconazole,Voriconazole,a5-L1300-03,137234-62-9,AT003724
Zileuton,Zileuton,a6-L1300-03,111406-87-2,AT003725
Ziprasidone hydrochloride,Ziprasidone hydrochloride,a7-L1300-03,122883-93-6,AT003726
Zonisamide,Zonisamide,a8-L1300-03,68291-97-4,AT003727
Atazanavir sulfate,Atazanavir sulfate,a9-L1300-03,229975-97-7,AT003728
Ofloxacin (Floxin),Ofloxacin (Floxin),a10-L1300-03,82419-36-1,AT003729
Marbofloxacin,Marbofloxacin,a11-L1300-03,115550-35-1,AT003730
Moxifloxacin hydrochloride,Moxifloxacin hydrochloride,b1-L1300-03,186826-86-8,AT003731
Calcitriol (Rocaltrol),Calcitriol (Rocaltrol),b2-L1300-03,32222-06-3,AT003732
Doxercalciferol (Hectorol),Doxercalciferol (Hectorol),b3-L1300-03,54573-75-0,AT003733
Alfacalcidol,Alfacalcidol,b4-L1300-03,41294-56-8,AT003734
Calcifediol,Calcifediol,b5-L1300-03,19356-17-3,AT003735
Iloperidone (Fanapt),Iloperidone (Fanapt),b6-L1300-03,133454-47-4,AT003736
Naratriptan HCl,Naratriptan HCl,b7-L1300-03,143388-64-1,AT003737
Ponatinib (AP24534),Ponatinib (AP24534),b8-L1300-03,943319-70-8,AT003738
Fludarabine (Fludara),Fludarabine (Fludara),b9-L1300-03,21679-14-1,AT003739
Pralatrexate (Folotyn),Pralatrexate (Folotyn),b10-L1300-03,146464-95-1,AT003740
Cefaclor (Ceclor),Cefaclor (Ceclor),b11-L1300-03,53994-73-3,AT003741
Betamethasone (Celestone),Betamethasone (Celestone),c1-L1300-03,378-44-9,AT003742
Mycophenolate mofetil (CellCept),Mycophenolate mofetil (CellCept),c2-L1300-03,128794-94-5,AT003743
Cephalexin (Cefalexin),Cephalexin (Cefalexin),c3-L1300-03,15686-71-2,AT003744
Dyphylline (Dilor),Dyphylline (Dilor),c4-L1300-03,479-18-5,AT003745
"Aztreonam (Azactam, Cayston)","Aztreonam (Azactam, Cayston)",c5-L1300-03,78110-38-0,AT003746
Perindopril Erbumine (Aceon),Perindopril Erbumine (Aceon),c6-L1300-03,107133-36-8,AT003747
Irbesartan (Avapro),Irbesartan (Avapro),c7-L1300-03,138402-11-6,AT003748
Alprostadil (Caverject),Alprostadil (Caverject),c8-L1300-03,745-65-3,AT003749
Norfloxacin (Norxacin),Norfloxacin (Norxacin),c9-L1300-03,70458-96-7,AT003750
Tadalafil (Cialis),Tadalafil (Cialis),c10-L1300-03,171596-29-5,AT003751
Cyclosporine (Neoral),Cyclosporine (Neoral),c11-L1300-03,79217-60-0,AT003752
Cidofovir (Vistide),Cidofovir (Vistide),d1-L1300-03,113852-37-2,AT003753
Natamycin (Pimaricin),Natamycin (Pimaricin),d2-L1300-03,7681-93-8,AT003754
Ibuprofen Lysine (NeoProfen),Ibuprofen Lysine (NeoProfen),d3-L1300-03,57469-77-9,AT003755
Vinorelbine (Navelbine),Vinorelbine (Navelbine),d4-L1300-03,71486-22-1,AT003756
Telaprevir (VX-950),Telaprevir (VX-950),d5-L1300-03,402957-28-2,AT003757
"Saxagliptin (BMS-477118,Onglyza)","Saxagliptin (BMS-477118,Onglyza)",d6-L1300-03,361442-04-8,AT003758
Febuxostat (Uloric),Febuxostat (Uloric),d7-L1300-03,144060-53-7,AT003759
Nebivolol (Bystolic),Nebivolol (Bystolic),d8-L1300-03,152520-56-4,AT003760
Pimobendan (Vetmedin),Pimobendan (Vetmedin),d9-L1300-03,74150-27-9,AT003761
Pomalidomide,Pomalidomide,d10-L1300-03,19171-19-8,AT003762
Tazarotene (Avage),Tazarotene (Avage),d11-L1300-03,118292-40-3,AT003763
Sulfasalazine (Azulfidine),Sulfasalazine (Azulfidine),e1-L1300-03,599-79-1,AT003764
Candesartan (Atacand),Candesartan (Atacand),e2-L1300-03,139481-59-7,AT003765
Ubenimex (Bestatin),Ubenimex (Bestatin),e3-L1300-03,58970-76-6,AT003766
Apixaban,Apixaban,e4-L1300-03,503612-47-3,AT003767
Reserpine,Reserpine,e5-L1300-03,50-55-5,AT003768
Furosemide (Lasix),Furosemide (Lasix),e6-L1300-03,54-31-9,AT003769
Olmesartan medoxomil (Benicar),Olmesartan medoxomil (Benicar),e7-L1300-03,144689-63-4,AT003770
Cefdinir (Omnicef),Cefdinir (Omnicef),e8-L1300-03,91832-40-5,AT003771
Clotrimazole (Canesten),Clotrimazole (Canesten),e9-L1300-03,23593-75-1,AT003772
Rizatriptan Benzoate (Maxalt),Rizatriptan Benzoate (Maxalt),e10-L1300-03,145202-66-0,AT003773
Pyridostigmine Bromide (Mestinon),Pyridostigmine Bromide (Mestinon),e11-L1300-03,101-26-8,AT003774
"Methimazole (Tapazole, Northyx)","Methimazole (Tapazole, Northyx)",f1-L1300-03,60-56-0,AT003775
Metolazone (Zaroxolyn),Metolazone (Zaroxolyn),f2-L1300-03,17560-51-9,AT003776
Cefoperazone (Cefobid),Cefoperazone (Cefobid),f3-L1300-03,62893-19-0,AT003777
Silodosin (Rapaflo),Silodosin (Rapaflo),f4-L1300-03,160970-54-7,AT003778
Riluzole (Rilutek),Riluzole (Rilutek),f5-L1300-03,1744-22-5,AT003779
Risperidone (Risperdal),Risperidone (Risperdal),f6-L1300-03,106266-06-2,AT003780
Sulfapyridine (Dagenan),Sulfapyridine (Dagenan),f7-L1300-03,144-83-2,AT003781
Sulfameter (Bayrena),Sulfameter (Bayrena),f8-L1300-03,651-06-9,AT003782
Prilocaine,Prilocaine,f9-L1300-03,721-50-6,AT003783
Darunavir Ethanolate (Prezista),Darunavir Ethanolate (Prezista),f10-L1300-03,635728-49-3,AT003784
Prednisone (Adasone),Prednisone (Adasone),f11-L1300-03,53-03-2,AT003785
Acetylcysteine,Acetylcysteine,g1-L1300-03,616-91-1,AT003786
Alendronate (Fosamax),Alendronate (Fosamax),g2-L1300-03,121268-17-5,AT003787
Ethinyl Estradiol,Ethinyl Estradiol,g3-L1300-03,57-63-6,AT003788
Naproxen (Aleve),Naproxen (Aleve),g4-L1300-03,26159-34-2,AT003789
"Nitazoxanide (Alinia, Annita)","Nitazoxanide (Alinia, Annita)",g5-L1300-03,55981-09-4,AT003790
Triamcinolone Acetonide,Triamcinolone Acetonide,g6-L1300-03,76-25-5 ,AT003791
"Orlistat (Alli, Xenical)","Orlistat (Alli, Xenical)",g7-L1300-03,96829-58-2,AT003792
Allopurinol (Zyloprim),Allopurinol (Zyloprim),g8-L1300-03,315-30-0,AT003793
Zafirlukast (Accolate),Zafirlukast (Accolate),g9-L1300-03,107753-78-6,AT003794
Erythromycin (E-Mycin),Erythromycin (E-Mycin),g10-L1300-03,114-07-8,AT003795
Amphotericin B (Abelcet),Amphotericin B (Abelcet),g11-L1300-03,1397-89-3,AT003796
Docosanol (Abreva),Docosanol (Abreva),h1-L1300-03,661-19-8,AT003797
Ibuprofen (Advil),Ibuprofen (Advil),h2-L1300-03,15687-27-1,AT003798
Amprenavir (Agenerase),Amprenavir (Agenerase),h3-L1300-03,161814-49-9,AT003799
Albendazole (Albenza),Albendazole (Albenza),h4-L1300-03,54965-21-8,AT003800
Chlorothiazide,Chlorothiazide,h5-L1300-03,58-94-6,AT003801
Methyldopa (Aldomet),Methyldopa (Aldomet),h6-L1300-03,555-30-6,AT003802
Ursodiol (Actigal Urso),Ursodiol (Actigal Urso),h7-L1300-03,128-13-2,AT003803
Nitrofurazone (Nitrofural),Nitrofurazone (Nitrofural),h8-L1300-03,59-87-0,AT003804
Ketoprofen (Actron),Ketoprofen (Actron),h9-L1300-03,22071-15-4,AT003805
Ketorolac (Toradol),Ketorolac (Toradol),h10-L1300-03,74103-07-4,AT003806
Adenosine (Adenocard),Adenosine (Adenocard),h11-L1300-03,58-61-7,AT003807
Cytarabine,Cytarabine,a1-L1300-04,147-94-4,AT003808
Zolmitriptan (Zomig),Zolmitriptan (Zomig),a2-L1300-04,139264-17-8,AT003809
"Telbivudine (Sebivo, Tyzeka)","Telbivudine (Sebivo, Tyzeka)",a3-L1300-04,3424-98-4,AT003810
Monobenzone (Benoquin),Monobenzone (Benoquin),a4-L1300-04,103-16-2,AT003811
Tretinoin (Aberela),Tretinoin (Aberela),a5-L1300-04,302-79-4,AT003812
"Phenylbutazone (Butazolidin, Butatron)","Phenylbutazone (Butazolidin, Butatron)",a6-L1300-04,50-33-9,AT003813
Ezetimibe (Zetia),Ezetimibe (Zetia),a7-L1300-04,163222-33-1,AT003814
Enalaprilat dihydrate,Enalaprilat dihydrate,a8-L1300-04,84680-54-6 ,AT003815
Dofetilide (Tikosyn),Dofetilide (Tikosyn),a9-L1300-04,115256-11-6,AT003816
Isradipine (Dynacirc),Isradipine (Dynacirc),a10-L1300-04,75695-93-1,AT003817
Estrone,Estrone,a11-L1300-04,53-16-7 ,AT003818
Flucytosine (Ancobon),Flucytosine (Ancobon),b1-L1300-04,2022-85-7,AT003819
Trichlormethiazide (Achletin),Trichlormethiazide (Achletin),b2-L1300-04,133-67-5,AT003820
Loteprednol etabonate,Loteprednol etabonate,b3-L1300-04,82034-46-6,AT003821
Aminocaproic acid (Amicar),Aminocaproic acid (Amicar),b4-L1300-04,60-32-2,AT003822
Aminoglutethimide (Cytadren),Aminoglutethimide (Cytadren),b5-L1300-04,125-84-8,AT003823
Aminophylline (Truphylline),Aminophylline (Truphylline),b6-L1300-04,317-34-0 ,AT003824
Amorolfine Hydrochloride,Amorolfine Hydrochloride,b7-L1300-04,78613-38-4,AT003825
Chloramphenicol (Chloromycetin),Chloramphenicol (Chloromycetin),b8-L1300-04,56-75-7,AT003826
Flurbiprofen (Ansaid),Flurbiprofen (Ansaid),b9-L1300-04,5104-49-4,AT003827
Disulfiram (Antabuse),Disulfiram (Antabuse),b10-L1300-04,97-77-8,AT003828
Mesalamine (Lialda),Mesalamine (Lialda),b11-L1300-04,89-57-6,AT003829
Ipratropium bromide,Ipratropium bromide,c1-L1300-04,22254-24-6,AT003830
Sulfanilamide,Sulfanilamide,c2-L1300-04,63-74-1,AT003831
Betamethasone Dipropionate (Diprolene),Betamethasone Dipropionate (Diprolene),c3-L1300-04,5593-20-4,AT003832
Betapar (Meprednisone),Betapar (Meprednisone),c4-L1300-04,1247-42-3,AT003833
Betamethasone valerate (Betnovate),Betamethasone valerate (Betnovate),c5-L1300-04,2152-44-5 ,AT003834
Praziquantel (Biltricide),Praziquantel (Biltricide),c6-L1300-04,55268-74-1,AT003835
"Busulfan (Myleran, Busulfex)","Busulfan (Myleran, Busulfex)",c7-L1300-04,55-98-1,AT003836
Carbamazepine (Carbatrol),Carbamazepine (Carbatrol),c8-L1300-04,298-46-4,AT003837
Hydrocortisone (Cortisol),Hydrocortisone (Cortisol),c9-L1300-04,50-23-7,AT003838
Torsemide (Demadex),Torsemide (Demadex),c10-L1300-04,56211-40-6,AT003839
Desonide,Desonide,c11-L1300-04,638-94-8,AT003840
Didanosine (Videx),Didanosine (Videx),d1-L1300-04,69655-05-6,AT003841
Divalproex sodium,Divalproex sodium,d2-L1300-04,76584-70-8,AT003842
Emtricitabine (Emtriva),Emtricitabine (Emtriva),d3-L1300-04,143491-57-0 ,AT003843
Progesterone (Prometrium),Progesterone (Prometrium),d4-L1300-04,57-83-0,AT003844
Lamivudine (Epivir),Lamivudine (Epivir),d5-L1300-04,134678-17-4,AT003845
Eplerenone,Eplerenone,d6-L1300-04,107724-20-9,AT003846
Hydrochlorothiazide,Hydrochlorothiazide,d7-L1300-04,58-93-5,AT003847
Estradiol,Estradiol,d8-L1300-04,50-28-2,AT003848
Deferasirox (Exjade),Deferasirox (Exjade),d9-L1300-04,201530-41-8,AT003849
Piroxicam (Feldene),Piroxicam (Feldene),d10-L1300-04,36322-90-4,AT003850
Gemcitabine (Gemzar),Gemcitabine (Gemzar),d11-L1300-04,95058-81-4 ,AT003851
Glipizide (Glucotrol),Glipizide (Glucotrol),e1-L1300-04,29094-61-9,AT003852
Glyburide (Diabeta),Glyburide (Diabeta),e2-L1300-04,10238-21-8 ,AT003853
"Adefovir Dipivoxil (Preveon, Hepsera)","Adefovir Dipivoxil (Preveon, Hepsera)",e3-L1300-04,142340-99-6,AT003854
Zalcitabine,Zalcitabine,e4-L1300-04,7481-89-2,AT003855
"Azathioprine (Azasan, Imuran)","Azathioprine (Azasan, Imuran)",e5-L1300-04,446-86-6,AT003856
"Indomethacin (Indocid, Indocin)","Indomethacin (Indocid, Indocin)",e6-L1300-04,53-86-1,AT003857
Paliperidone (Invega),Paliperidone (Invega),e7-L1300-04,144598-75-4,AT003858
"Terbinafine (Lamisil, Terbinex)","Terbinafine (Lamisil, Terbinex)",e8-L1300-04,91161-71-6 ,AT003859
Levodopa (Sinemet),Levodopa (Sinemet),e9-L1300-04,59-92-7 ,AT003860
Levonorgestrel (Levonelle),Levonorgestrel (Levonelle),e10-L1300-04,797-63-7,AT003861
Gemfibrozil (Lopid),Gemfibrozil (Lopid),e11-L1300-04,25812-30-0,AT003862
Indapamide (Lozol),Indapamide (Lozol),f1-L1300-04,26807-65-8,AT003863
Mitotane (Lysodren),Mitotane (Lysodren),f2-L1300-04,53-19-0,AT003864
Methylprednisolone,Methylprednisolone,f3-L1300-04,83-43-2,AT003865
Meloxicam (Mobic),Meloxicam (Mobic),f4-L1300-04,71125-38-7,AT003866
"Mesna (Uromitexan, Mesnex)","Mesna (Uromitexan, Mesnex)",f5-L1300-04,19767-45-4,AT003867
Methocarbamol (Robaxin),Methocarbamol (Robaxin),f6-L1300-04,532-03-6,AT003868
Prednisolone (Hydroretrocortine),Prednisolone (Hydroretrocortine),f7-L1300-04,50-24-8,AT003869
Telmisartan (Micardis),Telmisartan (Micardis),f8-L1300-04,144701-48-4,AT003870
Thiabendazole,Thiabendazole,f9-L1300-04,148-79-8,AT003871
Guaifenesin (Guaiphenesin),Guaifenesin (Guaiphenesin),f10-L1300-04,93-14-1,AT003872
Rifabutin (Mycobutin),Rifabutin (Mycobutin),f11-L1300-04,72559-06-9,AT003873
Nevirapine (Viramune),Nevirapine (Viramune),g1-L1300-04,129618-40-2,AT003874
Esomeprazole magnesium (Nexium),Esomeprazole magnesium (Nexium),g2-L1300-04,161973-10-0 ,AT003875
Niacin (Nicotinic acid),Niacin (Nicotinic acid),g3-L1300-04,59-67-6,AT003876
Nimodipine (Nimotop),Nimodipine (Nimotop),g4-L1300-04,66085-59-4,AT003877
Nisoldipine (Sular),Nisoldipine (Sular),g5-L1300-04,63675-72-9,AT003878
L-Glutamine,L-Glutamine,g6-L1300-04,56-85-9,AT003879
Gadodiamide (Omniscan),Gadodiamide (Omniscan),g7-L1300-04,122795-43-1,AT003880
Oxybutynin (Ditropan),Oxybutynin (Ditropan),g8-L1300-04,5633-20-5,AT003881
Enoxacin (Penetrex),Enoxacin (Penetrex),g9-L1300-04,74011-58-8,AT003882
Pitavastatin calcium (Livalo),Pitavastatin calcium (Livalo),g10-L1300-04,147526-32-7,AT003883
Rifapentine (Priftin),Rifapentine (Priftin),g11-L1300-04,61379-65-5,AT003884
Suprofen (Profenal),Suprofen (Profenal),h1-L1300-04,40828-46-4,AT003885
Pyrazinamide (Pyrazinoic acid amide),Pyrazinamide (Pyrazinoic acid amide),h2-L1300-04,98-96-4,AT003886
Quetiapine fumarate (Seroquel),Quetiapine fumarate (Seroquel),h3-L1300-04,111974-72-2,AT003887
"Rifampin (Rifadin, Rimactane)","Rifampin (Rifadin, Rimactane)",h4-L1300-04,13292-46-1,AT003888
Beta Carotene,Beta Carotene,h5-L1300-04,7235-40-7,AT003889
Cefditoren pivoxil,Cefditoren pivoxil,h6-L1300-04,117467-28-4 ,AT003890
Sulfadiazine,Sulfadiazine,h7-L1300-04,68-35-9,AT003891
Chlorprothixene,Chlorprothixene,h8-L1300-04,113-59-7,AT003892
Oxytetracycline (Terramycin),Oxytetracycline (Terramycin),h9-L1300-04,79-57-2,AT003893
Thioguanine,Thioguanine,h10-L1300-04,154-42-7,AT003894
"Toremifene Citrate (Fareston, Acapodene)","Toremifene Citrate (Fareston, Acapodene)",h11-L1300-04,89778-27-8,AT003895
Ethionamide,Ethionamide,a1-L1300-05,536-33-4,AT003896
Trifluridine (Viroptic),Trifluridine (Viroptic),a2-L1300-05,70-00-8,AT003897
Azacitidine (Vidaza),Azacitidine (Vidaza),a3-L1300-05,320-67-2,AT003898
Vidarabine (Vira-A),Vidarabine (Vira-A),a4-L1300-05,5536-17-4,AT003899
Verteporfin (Visudyne),Verteporfin (Visudyne),a5-L1300-05,129497-78-5,AT003900
Teniposide (Vumon),Teniposide (Vumon),a6-L1300-05,29767-20-2,AT003901
Rifaximin (Xifaxan),Rifaximin (Xifaxan),a7-L1300-05,80621-81-4,AT003902
Bacitracin zinc,Bacitracin zinc,a8-L1300-05,1405-89-6,AT003903
Simvastatin (Zocor),Simvastatin (Zocor),a9-L1300-05,79902-63-9,AT003904
Ramipril (Altace),Ramipril (Altace),a10-L1300-05,87333-19-5,AT003905
"Fenofibrate (Tricor, Trilipix)","Fenofibrate (Tricor, Trilipix)",a11-L1300-05,49562-28-9,AT003906
Ranolazine (Ranexa),Ranolazine (Ranexa),b1-L1300-05,95635-55-5,AT003907
Ranitidine (Zantac),Ranitidine (Zantac),b2-L1300-05,66357-59-3,AT003908
Acadesine,Acadesine,b3-L1300-05,2627-69-2,AT003909
Acetylcholine chloride,Acetylcholine chloride,b4-L1300-05,60-31-1 ,AT003910
Acipimox,Acipimox,b5-L1300-05,51037-30-0,AT003911
Acyclovir (Aciclovir),Acyclovir (Aciclovir),b6-L1300-05,59277-89-3 ,AT003912
Nifedipine (Adalat),Nifedipine (Adalat),b7-L1300-05,21829-25-4,AT003913
Amiloride hydrochloride (Midamor),Amiloride hydrochloride (Midamor),b8-L1300-05,2016-88-8,AT003914
Amlodipine besylate (Norvasc),Amlodipine besylate (Norvasc),b9-L1300-05,111470-99-6,AT003915
Chlorpheniramine Maleate,Chlorpheniramine Maleate,b10-L1300-05,113-92-8,AT003916
Clofibrate (Atromid-S),Clofibrate (Atromid-S),b11-L1300-05,637-07-0,AT003917
Fenoprofen calcium,Fenoprofen calcium,c1-L1300-05,34597-40-5 ,AT003918
Erdosteine,Erdosteine,c2-L1300-05,84611-23-4 ,AT003919
Betaxolol hydrochloride (Betoptic),Betaxolol hydrochloride (Betoptic),c3-L1300-05,63659-19-8,AT003920
Proparacaine HCl,Proparacaine HCl,c4-L1300-05,5875-06-9,AT003921
Pranlukast,Pranlukast,c5-L1300-05,103177-37-3,AT003922
